City,Date,PM2.5,PM10,NO2,CO,SO2,O3,AQI,AQI_Bucket
Ahmedabad,2019-05-15,37.55,122.41,85.12,15.08,163.01,48.23,281.0,Poor
Ahmedabad,2019-05-16,33.97,116.32,79.71,14.67,91.26,51.86,330.0,Very Poor
Ahmedabad,2019-05-17,35.48,130.07,77.61,18.02,98.35,38.99,356.0,Very Poor
Ahmedabad,2019-05-18,34.11,138.31,75.23,13.27,88.66,42.22,359.0,Very Poor
Ahmedabad,2019-05-19,33.69,111.73,68.9,34.56,80.9,36.95,547.0,Severe
Ahmedabad,2019-05-20,42.31,118.65,81.84,17.47,89.57,46.68,813.0,Severe
Ahmedabad,2019-05-21,24.6,103.88,81.24,11.03,80.74,46.65,321.0,Very Poor
Ahmedabad,2019-05-22,27.93,103.3,76.75,11.44,86.48,54.34,270.0,Poor
Ahmedabad,2019-05-23,41.39,135.65,89.1,14.29,105.96,49.7,323.0,Very Poor
Ahmedabad,2019-05-24,46.79,148.0,93.27,14.31,131.04,56.31,344.0,Very Poor
Ahmedabad,2019-05-25,51.63,156.97,89.18,17.96,134.22,49.62,404.0,Severe
Ahmedabad,2019-05-26,63.15,177.87,100.08,28.03,122.43,50.32,558.0,Severe
Ahmedabad,2019-05-27,57.47,163.36,112.68,21.39,143.3,52.19,435.0,Severe
Ahmedabad,2019-05-28,50.27,156.63,103.05,21.02,118.55,49.86,440.0,Severe
Ahmedabad,2019-05-29,42.02,140.66,71.51,16.43,82.75,52.44,374.0,Very Poor
Ahmedabad,2019-05-30,48.74,153.69,91.02,19.89,138.12,52.86,515.0,Severe
Ahmedabad,2019-05-31,46.51,136.34,85.37,16.75,145.55,44.53,360.0,Very Poor
Ahmedabad,2019-06-01,48.1,142.06,70.71,23.83,142.52,40.22,467.0,Severe
Ahmedabad,2019-06-02,41.38,119.91,70.35,21.8,134.76,41.5,402.0,Severe
Ahmedabad,2019-06-03,46.46,134.2,74.31,22.33,137.83,47.63,419.0,Severe
Ahmedabad,2019-06-04,39.68,117.51,77.12,20.89,139.31,71.62,408.0,Severe
Ahmedabad,2019-06-05,38.27,113.84,61.74,18.87,112.15,82.73,402.0,Severe
Ahmedabad,2019-06-06,35.06,127.56,68.94,12.63,101.14,75.71,303.0,Very Poor
Ahmedabad,2019-06-07,30.07,124.01,122.88,15.49,31.67,70.29,354.0,Very Poor
Ahmedabad,2019-06-08,48.74,135.9,154.42,16.38,58.6,73.95,358.0,Very Poor
Ahmedabad,2019-06-09,35.3,120.77,146.65,15.2,127.62,81.55,324.0,Very Poor
Ahmedabad,2019-06-10,34.31,115.46,127.02,16.31,121.46,80.39,360.0,Very Poor
Ahmedabad,2019-06-11,33.97,107.59,135.26,15.38,100.23,90.29,348.0,Very Poor
Ahmedabad,2019-06-12,41.08,156.33,140.5,12.8,91.23,85.2,333.0,Very Poor
Ahmedabad,2019-06-13,25.56,77.07,120.8,13.75,58.37,88.79,321.0,Very Poor
Ahmedabad,2019-06-14,26.75,103.12,112.66,14.4,60.94,77.88,338.0,Very Poor
Ahmedabad,2019-06-15,32.71,96.84,116.69,18.89,48.67,53.57,369.0,Very Poor
Ahmedabad,2019-06-16,32.79,107.15,103.69,25.17,30.37,30.45,397.0,Very Poor
Ahmedabad,2019-06-17,28.02,104.64,115.78,25.92,42.55,21.04,414.0,Severe
Ahmedabad,2019-06-18,26.92,72.7,130.64,22.25,25.9,24.37,363.0,Very Poor
Ahmedabad,2019-06-19,69.38,171.87,145.75,19.2,37.85,7.21,371.0,Very Poor
Ahmedabad,2019-06-20,42.08,125.62,155.72,30.2,33.25,41.97,565.0,Severe
Ahmedabad,2019-06-21,35.67,103.64,147.44,18.86,25.28,74.84,348.0,Very Poor
Ahmedabad,2019-06-22,63.09,152.67,163.54,12.65,26.31,113.94,184.0,Moderate
Ahmedabad,2019-06-23,46.13,102.66,146.55,14.35,39.92,108.07,328.0,Very Poor
Ahmedabad,2019-06-24,57.49,115.42,277.31,21.05,37.43,101.47,440.0,Severe
Ahmedabad,2019-06-25,49.23,97.91,174.15,19.38,20.97,90.33,411.0,Severe
Ahmedabad,2019-06-26,70.03,136.54,213.58,24.95,28.94,52.14,469.0,Severe
Ahmedabad,2019-06-27,60.03,109.4,176.24,25.55,35.87,52.95,436.0,Severe
Ahmedabad,2019-06-28,49.43,102.77,164.64,29.88,44.06,31.31,517.0,Severe
Ahmedabad,2019-06-29,59.63,112.5,184.07,41.59,38.49,21.31,640.0,Severe
Ahmedabad,2019-06-30,53.13,117.3,107.86,29.06,30.43,43.43,465.0,Severe
Ahmedabad,2019-07-01,43.22,104.74,168.15,28.45,40.42,69.91,486.0,Severe
Ahmedabad,2019-07-02,44.75,114.84,119.51,24.72,48.21,58.82,446.0,Severe
Ahmedabad,2019-07-03,44.27,96.61,118.73,24.13,47.13,49.16,426.0,Severe
Ahmedabad,2019-07-04,47.77,102.68,144.03,39.11,44.8,21.77,534.0,Severe
Ahmedabad,2019-07-05,47.88,116.88,106.12,37.12,35.22,23.22,610.0,Severe
Ahmedabad,2019-07-06,47.71,100.89,171.04,34.67,40.63,21.04,491.0,Severe
Ahmedabad,2019-07-07,34.72,80.67,148.91,26.15,32.86,50.85,451.0,Severe
Ahmedabad,2019-07-08,37.99,113.3,113.12,35.85,32.57,27.37,509.0,Severe
Ahmedabad,2019-07-09,41.69,120.12,137.36,36.14,30.42,27.49,491.0,Severe
Ahmedabad,2019-07-10,45.31,128.97,157.22,40.51,31.64,33.43,524.0,Severe
Ahmedabad,2019-07-11,43.48,116.84,103.67,37.34,91.4,30.35,575.0,Severe
Ahmedabad,2019-07-12,41.97,109.2,107.17,30.92,96.35,34.38,490.0,Severe
Ahmedabad,2019-07-13,38.49,101.6,117.03,36.22,103.19,33.11,503.0,Severe
Ahmedabad,2019-07-14,41.7,109.85,102.72,24.82,102.03,49.25,469.0,Severe
Ahmedabad,2019-07-15,42.43,116.7,114.44,32.1,142.27,38.2,455.0,Severe
Ahmedabad,2019-07-16,38.99,114.94,103.79,31.97,156.48,32.57,488.0,Severe
Ahmedabad,2019-07-17,34.92,114.11,110.39,30.5,116.97,37.07,513.0,Severe
Ahmedabad,2019-07-18,32.7,105.78,103.72,26.0,132.41,45.92,466.0,Severe
Ahmedabad,2019-07-19,44.65,120.74,135.12,25.34,104.15,58.38,429.0,Severe
Ahmedabad,2019-07-20,51.63,130.55,156.06,27.48,109.13,52.03,459.0,Severe
Ahmedabad,2019-07-21,48.67,104.86,152.96,17.33,92.83,76.38,385.0,Very Poor
Ahmedabad,2019-07-22,37.73,82.63,115.28,13.1,53.67,113.3,309.0,Very Poor
Ahmedabad,2019-07-23,73.98,202.3,168.45,17.81,35.04,70.3,587.0,Severe
Ahmedabad,2019-07-24,52.55,172.36,99.11,27.02,46.88,57.81,482.0,Severe
Ahmedabad,2019-07-25,48.26,165.97,157.23,35.25,50.5,29.11,502.0,Severe
Ahmedabad,2019-07-26,46.8,98.91,32.44,34.26,57.06,42.64,469.0,Severe
Ahmedabad,2019-07-27,39.43,98.23,43.0,26.55,94.84,52.09,413.0,Severe
Ahmedabad,2019-07-28,47.55,100.1,30.99,32.36,83.52,47.92,478.0,Severe
Ahmedabad,2019-07-29,43.84,148.04,42.69,33.11,70.53,64.25,515.0,Severe
Ahmedabad,2019-08-01,47.31,110.65,23.06,59.19,50.69,24.93,957.0,Severe
Ahmedabad,2019-08-02,56.72,139.31,45.13,45.45,52.12,28.08,685.0,Severe
Ahmedabad,2019-08-03,45.43,118.95,30.0,36.56,41.96,30.53,492.0,Severe
Ahmedabad,2019-08-04,37.7,106.26,37.43,25.9,39.98,40.88,464.0,Severe
Ahmedabad,2019-08-05,43.43,153.39,33.44,29.34,44.51,43.28,477.0,Severe
Ahmedabad,2019-08-06,50.53,181.39,57.64,38.94,39.45,41.18,564.0,Severe
Ahmedabad,2019-08-07,60.09,199.34,30.12,40.91,40.22,26.52,545.0,Severe
Ahmedabad,2019-08-08,57.61,195.84,47.73,35.46,39.76,37.96,530.0,Severe
Ahmedabad,2019-08-09,44.1,99.59,72.53,26.54,42.51,45.15,448.0,Severe
Ahmedabad,2019-08-10,22.26,50.03,41.31,28.38,45.34,37.92,440.0,Severe
Ahmedabad,2019-08-11,37.97,95.65,39.57,33.04,39.94,34.34,452.0,Severe
Ahmedabad,2019-08-12,46.3,160.82,47.9,40.24,41.94,33.06,573.0,Severe
Ahmedabad,2019-08-13,41.77,175.24,49.65,28.77,37.04,47.71,467.0,Severe
Ahmedabad,2019-08-14,47.52,184.48,36.01,33.11,40.95,41.86,492.0,Severe
Ahmedabad,2019-08-15,50.55,117.04,52.84,31.12,39.98,31.08,471.0,Severe
Ahmedabad,2019-08-16,27.6,75.1,48.35,33.81,42.4,34.06,505.0,Severe
Ahmedabad,2019-08-17,41.4,143.82,41.39,30.09,40.05,42.78,473.0,Severe
Ahmedabad,2019-08-18,44.46,134.58,73.54,36.78,37.46,45.93,539.0,Severe
Ahmedabad,2019-08-19,39.88,184.17,60.79,34.38,26.36,55.36,627.0,Severe
Ahmedabad,2019-08-20,46.58,138.91,53.62,26.7,45.91,61.08,466.0,Severe
Ahmedabad,2019-08-21,36.44,151.31,60.1,24.36,40.9,69.33,465.0,Severe
Ahmedabad,2019-08-22,45.37,176.7,64.69,24.41,43.82,68.52,462.0,Severe
Ahmedabad,2019-08-23,47.67,182.75,53.56,25.81,51.27,57.64,523.0,Severe
Ahmedabad,2019-08-24,41.31,142.75,55.93,18.93,37.66,76.75,385.0,Very Poor
Ahmedabad,2019-08-25,30.82,119.98,57.44,21.13,39.97,69.77,360.0,Very Poor
Ahmedabad,2019-08-26,45.77,164.31,56.76,36.07,55.67,29.03,532.0,Severe
Ahmedabad,2019-08-27,58.51,142.29,36.67,46.11,44.52,24.36,651.0,Severe
Ahmedabad,2019-08-28,36.1,88.66,46.87,27.22,40.52,51.74,434.0,Severe
Ahmedabad,2019-08-29,38.5,93.7,47.69,37.89,63.22,28.61,517.0,Severe
Ahmedabad,2019-08-30,40.53,118.21,43.33,36.0,49.29,32.49,563.0,Severe
Ahmedabad,2019-08-31,37.05,111.11,48.51,30.71,46.13,37.33,464.0,Severe
Ahmedabad,2019-09-01,31.28,87.45,47.49,24.16,47.71,47.56,420.0,Severe
Ahmedabad,2019-09-02,25.64,69.07,52.47,25.23,48.58,44.0,419.0,Severe
Ahmedabad,2019-09-03,40.18,82.81,49.59,29.4,50.91,42.54,447.0,Severe
Ahmedabad,2019-09-04,39.16,86.22,62.06,16.72,48.32,77.97,401.0,Severe
Ahmedabad,2019-09-05,45.55,69.01,82.99,20.81,50.79,73.91,446.0,Severe
Ahmedabad,2019-09-06,55.43,80.39,81.63,22.28,50.6,84.1,432.0,Severe
Ahmedabad,2019-09-07,35.05,77.28,54.26,25.02,48.29,53.43,454.0,Severe
Ahmedabad,2019-09-08,33.15,59.41,48.34,18.87,44.03,57.52,408.0,Severe
Ahmedabad,2019-09-09,38.7,69.84,61.48,21.33,53.34,71.99,381.0,Very Poor
Ahmedabad,2019-09-10,45.2,69.26,72.02,23.33,50.39,39.15,468.0,Severe
Ahmedabad,2019-09-15,66.21,171.53,44.57,37.54,68.54,20.67,793.0,Severe
Ahmedabad,2019-09-16,38.0,107.96,53.2,23.87,63.42,26.28,495.0,Severe
Ahmedabad,2019-09-17,44.41,102.31,236.79,36.34,59.59,32.92,528.0,Severe
Ahmedabad,2019-09-18,50.66,126.48,94.87,25.45,33.42,34.64,570.0,Severe
Ahmedabad,2019-09-19,73.61,133.78,129.85,31.7,78.7,31.11,708.0,Severe
Ahmedabad,2019-09-20,27.17,55.41,61.34,11.26,78.36,42.49,314.0,Very Poor
Ahmedabad,2019-09-21,39.27,73.22,132.09,17.41,82.79,48.66,386.0,Very Poor
Ahmedabad,2019-09-22,45.4,85.77,128.45,13.26,90.46,51.35,356.0,Very Poor
Ahmedabad,2019-09-23,59.74,108.29,112.62,19.33,114.51,43.41,398.0,Very Poor
Ahmedabad,2019-09-24,58.49,89.47,124.86,18.72,102.52,60.11,476.0,Severe
Ahmedabad,2019-09-25,61.46,103.64,112.12,23.56,81.76,60.38,572.0,Severe
Ahmedabad,2019-09-26,39.34,59.29,96.73,18.91,90.49,48.71,427.0,Severe
Ahmedabad,2019-09-27,28.2,40.35,80.73,18.36,82.95,40.22,466.0,Severe
Ahmedabad,2019-09-28,30.18,48.65,99.02,24.72,82.66,34.33,438.0,Severe
Ahmedabad,2019-09-29,20.71,44.65,79.1,14.94,107.18,33.31,432.0,Severe
Ahmedabad,2019-09-30,21.94,34.95,65.04,11.62,101.99,42.88,322.0,Very Poor
Ahmedabad,2019-10-01,33.66,56.01,92.52,11.85,137.97,72.52,266.0,Poor
Ahmedabad,2019-10-02,51.11,106.2,118.26,21.47,129.38,41.28,430.0,Severe
Ahmedabad,2019-10-03,57.08,126.9,98.77,18.9,99.59,43.21,528.0,Severe
Ahmedabad,2019-10-04,49.88,127.47,101.3,25.05,120.8,48.48,512.0,Severe
Ahmedabad,2019-10-05,57.65,138.99,168.74,49.58,153.44,41.05,614.0,Severe
Ahmedabad,2019-10-06,68.62,117.69,132.77,55.22,158.04,68.56,954.0,Severe
Ahmedabad,2019-10-07,99.81,155.39,162.56,36.34,146.33,68.81,1217.0,Severe
Ahmedabad,2019-10-08,73.52,153.75,171.17,45.99,154.99,70.66,659.0,Severe
Ahmedabad,2019-10-09,108.07,195.19,204.06,82.73,130.56,67.73,1389.0,Severe
Ahmedabad,2019-10-10,117.13,188.14,199.03,59.24,134.87,62.92,1195.0,Severe
Ahmedabad,2019-10-11,70.26,153.84,211.8,34.88,139.0,67.9,615.0,Severe
Ahmedabad,2019-10-12,109.48,212.8,245.62,68.52,178.58,54.14,904.0,Severe
Ahmedabad,2019-10-15,96.74,208.83,229.45,57.78,156.5,59.05,919.0,Severe
Ahmedabad,2019-10-16,90.7,188.75,219.01,51.18,135.76,77.07,1190.0,Severe
Ahmedabad,2019-10-17,100.06,175.79,239.1,39.85,134.84,59.32,956.0,Severe
Ahmedabad,2019-10-19,87.87,154.68,186.56,6.94,100.46,93.28,318.0,Very Poor
Ahmedabad,2019-10-20,89.05,129.36,159.1,5.69,105.73,76.58,228.0,Poor
Ahmedabad,2019-10-21,81.62,118.57,121.02,1.7,117.2,114.49,225.0,Poor
Ahmedabad,2019-10-22,84.9,128.62,108.85,3.67,113.16,133.14,258.0,Poor
Ahmedabad,2019-10-23,46.84,83.85,114.63,6.05,118.83,91.42,249.0,Poor
Ahmedabad,2019-10-24,53.59,106.77,152.09,4.79,119.97,116.38,270.0,Poor
Ahmedabad,2019-10-25,82.74,148.8,186.72,7.26,133.53,90.23,334.0,Very Poor
Ahmedabad,2019-10-26,62.7,108.91,86.91,1.41,88.46,162.43,273.0,Poor
Ahmedabad,2019-10-27,57.54,81.3,72.14,7.32,120.11,103.24,199.0,Moderate
Ahmedabad,2019-10-28,75.12,158.06,68.64,7.95,106.2,55.96,212.0,Poor
Ahmedabad,2019-10-29,37.74,93.24,62.2,7.42,110.11,51.34,200.0,Moderate
Ahmedabad,2019-10-30,20.1,52.97,74.41,16.72,134.66,50.0,305.0,Very Poor
Ahmedabad,2019-10-31,54.57,135.53,115.84,22.31,129.06,51.69,502.0,Severe
Ahmedabad,2019-11-01,63.17,145.88,112.58,9.85,136.87,46.54,362.0,Very Poor
Ahmedabad,2019-11-02,42.27,111.98,87.8,10.87,129.66,39.52,275.0,Poor
Ahmedabad,2019-11-03,33.68,69.15,115.67,23.59,133.73,36.66,351.0,Very Poor
Ahmedabad,2019-11-04,69.31,112.61,175.04,28.8,136.74,62.53,636.0,Severe
Ahmedabad,2019-11-05,84.29,131.73,203.26,17.04,138.03,59.57,346.0,Very Poor
Ahmedabad,2019-11-06,112.08,171.65,192.27,28.47,120.4,79.31,561.0,Severe
Ahmedabad,2019-11-07,56.86,79.47,156.28,15.77,163.2,46.86,358.0,Very Poor
Ahmedabad,2019-11-08,64.96,92.32,157.51,14.87,174.83,27.22,316.0,Very Poor
Ahmedabad,2019-11-09,48.99,107.67,163.7,14.05,167.13,38.58,358.0,Very Poor
Ahmedabad,2019-11-10,68.07,133.46,155.92,9.16,168.45,51.38,282.0,Poor
Ahmedabad,2019-11-14,49.19,116.2,202.95,20.01,155.16,27.68,415.0,Severe
Ahmedabad,2019-11-15,43.56,94.58,121.43,10.3,145.89,16.36,411.0,Severe
Ahmedabad,2019-11-16,70.05,133.55,145.72,28.74,156.97,16.41,433.0,Severe
Ahmedabad,2019-11-17,58.66,78.4,136.69,29.52,135.46,16.08,632.0,Severe
Ahmedabad,2019-11-18,62.15,94.91,147.33,42.34,143.33,15.8,883.0,Severe
Ahmedabad,2019-11-19,52.04,85.17,112.69,39.43,158.25,15.84,884.0,Severe
Ahmedabad,2019-11-20,46.54,93.8,97.74,34.48,172.68,16.99,552.0,Severe
Ahmedabad,2019-11-21,55.43,91.22,109.17,17.98,157.33,15.43,662.0,Severe
Ahmedabad,2019-11-22,55.5,95.86,99.44,17.1,176.88,16.02,356.0,Very Poor
Ahmedabad,2019-11-23,58.97,104.2,106.63,19.45,132.97,14.99,477.0,Severe
Ahmedabad,2019-11-24,60.38,98.67,98.24,17.72,137.97,16.21,443.0,Severe
Ahmedabad,2019-11-25,73.87,106.75,110.17,20.3,127.11,15.31,378.0,Very Poor
Ahmedabad,2019-11-26,64.06,101.44,92.88,16.8,139.64,30.45,441.0,Severe
Ahmedabad,2019-11-27,53.91,108.89,98.4,11.11,142.7,46.08,411.0,Severe
Ahmedabad,2019-11-28,38.15,89.99,140.56,7.78,166.39,40.11,236.0,Poor
Ahmedabad,2019-11-29,48.47,87.26,103.61,5.55,186.08,44.3,212.0,Poor
Ahmedabad,2019-11-30,46.95,86.39,86.67,8.07,147.78,41.06,199.0,Moderate
Ahmedabad,2019-12-01,43.06,79.08,81.68,5.26,137.18,42.68,248.0,Poor
Ahmedabad,2019-12-02,46.74,76.39,60.49,4.02,112.45,48.16,192.0,Moderate
Ahmedabad,2019-12-03,41.61,83.5,54.14,3.87,123.27,57.81,134.0,Moderate
Ahmedabad,2019-12-04,77.66,99.48,62.09,4.32,93.11,51.79,140.0,Moderate
Ahmedabad,2019-12-05,65.48,121.86,82.62,7.8,66.09,42.3,197.0,Moderate
Ahmedabad,2019-12-06,64.87,122.33,71.51,14.15,36.29,47.75,344.0,Very Poor
Ahmedabad,2019-12-07,93.24,157.33,83.89,9.08,36.22,53.07,276.0,Poor
Ahmedabad,2019-12-08,92.26,135.81,76.33,12.09,31.8,53.65,293.0,Poor
Ahmedabad,2019-12-09,78.95,123.59,54.51,12.83,41.87,54.56,329.0,Very Poor
Ahmedabad,2019-12-10,86.88,143.98,35.11,26.73,58.5,35.3,458.0,Severe
Ahmedabad,2019-12-11,72.3,118.19,24.48,26.27,54.58,32.36,538.0,Severe
Ahmedabad,2019-12-12,62.39,116.84,14.9,14.39,60.87,24.18,520.0,Severe
Ahmedabad,2019-12-13,52.59,92.57,11.32,6.92,25.09,23.94,242.0,Poor
Ahmedabad,2019-12-14,63.33,99.3,14.79,4.66,29.4,24.07,157.0,Moderate
Ahmedabad,2019-12-15,48.58,93.92,12.0,2.56,20.56,27.73,177.0,Moderate
Ahmedabad,2019-12-16,45.47,89.73,20.62,5.2,18.8,30.45,145.0,Moderate
Ahmedabad,2019-12-17,54.42,102.4,25.45,5.67,26.19,29.22,237.0,Poor
Ahmedabad,2019-12-18,72.45,116.1,25.88,8.84,29.77,24.83,231.0,Poor
Ahmedabad,2019-12-19,89.97,155.63,28.82,28.91,39.43,18.76,391.0,Very Poor
Ahmedabad,2019-12-20,104.25,163.95,23.33,29.17,35.42,15.46,712.0,Severe
Ahmedabad,2019-12-21,64.25,121.71,34.29,10.97,73.34,12.43,206.0,Poor
Ahmedabad,2019-12-22,60.17,104.08,18.36,3.75,39.26,8.94,170.0,Moderate
Ahmedabad,2019-12-23,57.99,97.02,17.47,2.2,52.32,6.35,113.0,Moderate
Ahmedabad,2019-12-24,49.63,95.51,19.99,1.89,79.47,4.87,113.0,Moderate
Ahmedabad,2019-12-25,53.0,98.1,20.11,4.07,69.13,5.4,166.0,Moderate
Ahmedabad,2019-12-26,52.77,95.25,31.26,6.64,50.74,10.61,216.0,Poor
Ahmedabad,2019-12-27,39.89,83.69,50.41,17.34,53.83,19.03,381.0,Very Poor
Ahmedabad,2019-12-28,43.95,85.68,45.51,11.4,73.27,19.15,288.0,Poor
Ahmedabad,2019-12-29,53.52,89.41,43.92,30.94,49.84,23.66,398.0,Very Poor
Ahmedabad,2019-12-30,69.1,115.57,45.08,34.49,68.73,23.67,703.0,Severe
Ahmedabad,2019-12-31,74.18,126.67,22.77,6.36,95.2,23.67,385.0,Very Poor
Ahmedabad,2020-01-01,79.57,131.62,12.64,3.78,27.7,23.67,216.0,Poor
Ahmedabad,2020-01-02,72.59,128.86,14.38,3.63,23.96,23.67,162.0,Moderate
Ahmedabad,2020-01-03,69.54,128.99,15.13,7.06,35.78,23.66,220.0,Poor
Ahmedabad,2020-01-04,66.2,138.47,20.79,8.97,38.98,23.65,254.0,Poor
Ahmedabad,2020-01-05,55.99,110.41,15.34,5.41,45.83,23.61,255.0,Poor
Ahmedabad,2020-01-06,46.96,109.44,16.88,7.17,38.11,23.64,175.0,Moderate
Ahmedabad,2020-01-07,70.06,161.09,22.67,7.37,58.67,23.58,285.0,Poor
Ahmedabad,2020-01-08,61.4,118.44,16.33,2.38,30.54,23.59,157.0,Moderate
Ahmedabad,2020-01-09,38.89,93.4,14.14,2.41,46.78,23.64,129.0,Moderate
Ahmedabad,2020-01-10,56.14,108.83,11.65,2.5,26.75,23.58,129.0,Moderate
Ahmedabad,2020-01-11,59.96,109.98,14.37,2.38,45.44,23.58,114.0,Moderate
Ahmedabad,2020-01-12,83.9,152.94,20.66,8.81,58.01,23.56,212.0,Poor
Ahmedabad,2020-01-13,89.34,143.84,19.05,8.08,62.71,23.69,368.0,Very Poor
Ahmedabad,2020-01-14,39.83,44.53,16.42,3.26,25.78,23.62,189.0,Moderate
Ahmedabad,2020-01-15,53.27,90.4,16.01,3.59,19.5,23.66,142.0,Moderate
Ahmedabad,2020-01-16,40.07,79.32,13.41,3.75,10.67,23.6,152.0,Moderate
Ahmedabad,2020-01-17,80.24,219.84,15.61,20.06,36.88,23.62,334.0,Very Poor
Ahmedabad,2020-01-18,59.51,106.43,25.39,24.98,71.69,23.57,547.0,Severe
Ahmedabad,2020-01-19,36.05,79.23,22.26,13.05,46.67,23.6,375.0,Very Poor
Ahmedabad,2020-01-20,36.21,82.86,15.65,20.86,44.86,23.6,384.0,Very Poor
Ahmedabad,2020-01-21,51.15,123.03,25.32,33.0,84.52,23.61,529.0,Severe
Ahmedabad,2020-01-22,51.32,121.82,23.56,20.18,50.3,23.6,449.0,Severe
Ahmedabad,2020-01-23,38.71,88.47,16.11,10.39,34.63,23.56,483.0,Severe
Ahmedabad,2020-01-28,18.03,66.54,18.02,11.31,35.39,30.29,289.0,Poor
Ahmedabad,2020-01-29,28.77,73.99,21.98,20.76,40.13,32.37,204.0,Poor
Ahmedabad,2020-01-30,41.74,92.88,26.88,36.07,100.04,30.37,528.0,Severe
Ahmedabad,2020-01-31,57.28,109.84,50.06,36.16,83.08,34.61,660.0,Severe
Ahmedabad,2020-02-01,88.79,125.19,54.23,15.2,56.67,45.39,483.0,Severe
Ahmedabad,2020-02-02,52.31,97.67,38.28,9.38,36.8,26.07,336.0,Very Poor
Ahmedabad,2020-02-03,68.19,106.14,45.94,10.08,31.18,43.72,272.0,Poor
Ahmedabad,2020-02-04,80.59,127.97,59.9,29.48,48.18,41.9,571.0,Severe
Ahmedabad,2020-02-05,77.56,137.39,59.03,30.93,59.11,36.15,568.0,Severe
Ahmedabad,2020-02-06,56.5,121.52,55.49,6.1,51.41,41.16,387.0,Very Poor
Ahmedabad,2020-02-07,66.87,127.71,53.47,23.75,47.32,53.97,322.0,Very Poor
Ahmedabad,2020-02-08,95.25,160.18,54.77,14.56,55.99,68.81,652.0,Severe
Ahmedabad,2020-02-10,64.94,116.45,47.28,8.62,31.84,71.69,223.0,Poor
Ahmedabad,2020-02-11,79.58,145.12,55.78,12.48,48.28,42.4,340.0,Very Poor
Ahmedabad,2020-02-12,83.67,164.2,56.27,27.61,52.9,44.73,475.0,Severe
Ahmedabad,2020-02-13,88.83,182.12,45.43,57.7,40.9,51.73,974.0,Severe
Ahmedabad,2020-02-14,50.55,116.51,57.55,18.72,54.6,31.28,412.0,Severe
Ahmedabad,2020-02-15,73.04,136.02,67.15,24.78,57.08,53.88,480.0,Severe
Ahmedabad,2020-02-16,59.47,124.36,63.11,14.28,66.39,76.89,388.0,Very Poor
Ahmedabad,2020-02-17,62.48,147.78,50.12,43.22,57.29,63.76,543.0,Severe
Ahmedabad,2020-02-18,85.33,163.52,54.08,59.34,64.71,75.45,1226.0,Severe
Ahmedabad,2020-02-19,114.79,217.94,80.38,42.62,118.91,43.63,1291.0,Severe
Ahmedabad,2020-02-20,65.74,164.24,70.75,22.33,72.14,50.08,493.0,Severe
Ahmedabad,2020-02-21,60.61,133.31,52.78,10.49,52.84,38.67,407.0,Severe
Ahmedabad,2020-02-22,36.35,97.03,52.87,4.78,42.9,52.15,168.0,Moderate
Ahmedabad,2020-02-23,54.06,104.74,51.33,4.22,48.07,39.74,219.0,Poor
Ahmedabad,2020-02-24,68.68,141.39,74.32,10.92,42.37,44.44,282.0,Poor
Ahmedabad,2020-02-25,73.18,193.22,94.67,31.41,62.73,46.23,528.0,Severe
Ahmedabad,2020-02-26,137.81,242.98,124.33,70.45,103.5,37.79,983.0,Severe
Ahmedabad,2020-02-27,94.27,177.11,92.35,92.96,68.76,52.7,1262.0,Severe
Ahmedabad,2020-02-28,79.68,169.52,91.2,57.77,64.67,50.27,962.0,Severe
Ahmedabad,2020-02-29,53.86,136.6,75.13,17.8,64.67,52.74,421.0,Severe
Ahmedabad,2020-03-01,53.06,123.32,59.64,22.34,70.8,41.7,475.0,Severe
Ahmedabad,2020-03-02,56.2,149.92,62.85,23.13,81.42,34.18,508.0,Severe
Ahmedabad,2020-03-03,77.58,155.65,60.32,21.26,119.95,39.83,460.0,Severe
Ahmedabad,2020-03-04,49.16,125.88,31.08,7.4,51.07,45.99,246.0,Poor
Ahmedabad,2020-03-05,43.75,115.5,24.16,8.43,63.99,38.62,261.0,Poor
Ahmedabad,2020-03-06,54.05,128.08,28.74,10.7,61.9,45.82,308.0,Very Poor
Ahmedabad,2020-03-07,51.32,140.9,41.31,12.19,45.6,64.01,359.0,Very Poor
Ahmedabad,2020-03-09,37.02,90.26,32.91,5.55,42.98,67.75,170.0,Moderate
Ahmedabad,2020-03-10,37.67,94.36,17.52,2.28,26.68,16.92,116.0,Moderate
Ahmedabad,2020-03-11,31.12,80.79,21.51,3.56,19.43,16.68,152.0,Moderate
Ahmedabad,2020-03-13,41.72,97.7,24.99,6.95,27.3,72.25,302.0,Very Poor
Ahmedabad,2020-03-14,39.57,111.46,35.3,4.0,49.34,39.51,170.0,Moderate
Ahmedabad,2020-03-15,39.42,115.8,31.33,5.11,27.4,33.16,215.0,Poor
Ahmedabad,2020-03-16,36.03,90.32,34.32,3.89,28.6,53.81,222.0,Poor
Ahmedabad,2020-03-18,58.54,124.58,44.39,15.45,42.86,81.35,487.0,Severe
Ahmedabad,2020-03-19,101.09,162.86,43.66,15.07,42.07,44.44,988.0,Severe
Ahmedabad,2020-03-21,74.43,132.17,31.56,9.82,67.89,36.14,296.0,Poor
Ahmedabad,2020-03-22,48.16,122.17,18.27,5.47,52.62,33.69,180.0,Moderate
Ahmedabad,2020-03-23,44.61,112.32,31.4,4.98,34.25,49.45,247.0,Poor
